"exp" "wavenumber" "signal" "P" "color"
"Mit Mikroskop" 1993.52 0.0019848737206149 0 45
"Mit Mikroskop" 1997.65 0.00198071142497831 0 45
"Mit Mikroskop" 2001.79 0.00204346346223197 0 45
"Mit Mikroskop" 2005.92 0.00206108367270342 0 45
"Mit Mikroskop" 2010.05 0.00205459793587461 0 45
"Mit Mikroskop" 2014.17 0.00210369144911442 0 45
"Mit Mikroskop" 2018.3 0.00212319790836403 0 45
"Mit Mikroskop" 2022.42 0.00212743530798485 0 45
"Mit Mikroskop" 2026.54 0.00206016453041377 0 45
"Mit Mikroskop" 2030.66 0.00202235666881027 0 45
"Mit Mikroskop" 2034.78 0.00204726568221025 0 45
"Mit Mikroskop" 2038.89 0.00206777390124495 0 45
"Mit Mikroskop" 2043.01 0.00212574929926048 0 45
"Mit Mikroskop" 2047.12 0.00213523808582292 0 45
"Mit Mikroskop" 2051.23 0.00207943537411209 0 45
"Mit Mikroskop" 2055.33 0.00196089430955684 0 45
"Mit Mikroskop" 2059.44 0.00195361723102063 0 45
"Mit Mikroskop" 2063.54 0.00203248243248672 0 45
"Mit Mikroskop" 2067.64 0.00203676231136616 0 45
"Mit Mikroskop" 2071.74 0.00209393960568172 0 45
"Mit Mikroskop" 2075.83 0.00211071037098559 0 45
"Mit Mikroskop" 2079.93 0.00212634437821328 0 45
"Mit Mikroskop" 2084.02 0.00213140191336965 0 45
"Mit Mikroskop" 2088.11 0.00210599089303845 0 45
"Mit Mikroskop" 2092.19 0.00207335963632964 0 45
"Mit Mikroskop" 2096.28 0.00206698837519737 0 45
"Mit Mikroskop" 2100.36 0.00204187112511088 0 45
"Mit Mikroskop" 2104.44 0.00202201735771534 0 45
"Mit Mikroskop" 2108.52 0.0020583491035524 0 45
"Mit Mikroskop" 2112.6 0.00207379060429909 0 45
"Mit Mikroskop" 2116.68 0.00201880309148898 0 45
"Mit Mikroskop" 2120.75 0.0019279085199281 0 45
"Mit Mikroskop" 2124.82 0.00188272757911595 0 45
"Mit Mikroskop" 2128.89 0.00181819075163998 0 45
"Mit Mikroskop" 2132.96 0.00184728320620827 0 45
"Mit Mikroskop" 2137.02 0.00202269851737684 0 45
"Mit Mikroskop" 2141.08 0.00207372236263533 0 45
"Mit Mikroskop" 2145.14 0.00204497909210517 0 45
"Mit Mikroskop" 2149.2 0.0020784404318302 0 45
"Mit Mikroskop" 2153.26 0.00217169237862816 0 45
"Mit Mikroskop" 2157.31 0.00215813509568763 0 45
"Mit Mikroskop" 2161.37 0.00204243693025562 0 45
"Mit Mikroskop" 2165.42 0.00200996486458891 0 45
"Mit Mikroskop" 2169.46 0.00196151509553869 0 45
"Mit Mikroskop" 2173.51 0.00198563998387578 0 45
"Mit Mikroskop" 2177.55 0.00195850434294992 0 45
"Mit Mikroskop" 2181.6 0.00193246908972613 0 45
"Mit Mikroskop" 2185.64 0.001925533486144 0 45
"Mit Mikroskop" 2189.67 0.00191265066134695 0 45
"Mit Mikroskop" 2193.71 0.00197739296117276 0 45
"Mit Mikroskop" 2197.74 0.00202101546389552 0 45
"Mit Mikroskop" 2201.78 0.00205949183349861 0 45
"Mit Mikroskop" 2205.81 0.00207902712968357 0 45
"Mit Mikroskop" 2209.83 0.00211527151087424 0 45
"Mit Mikroskop" 2213.86 0.00213362502036752 0 45
"Mit Mikroskop" 2217.88 0.00207916656354988 0 45
"Mit Mikroskop" 2221.9 0.00206512618292807 0 45
"Mit Mikroskop" 2225.92 0.00203349238696944 0 45
"Mit Mikroskop" 2229.94 0.00196974289822897 0 45
"Mit Mikroskop" 2233.96 0.00197353066832475 0 45
"Mit Mikroskop" 2237.97 0.00189167957826385 0 45
"Mit Mikroskop" 2241.98 0.00185871399605595 0 45
"Mit Mikroskop" 2245.99 0.00195283872967496 0 45
"Mit Mikroskop" 2250 0.00202239595943204 0 45
"Mit Mikroskop" 2254.01 0.00204722554797646 0 45
"Mit Mikroskop" 2258.01 0.00203728536924336 0 45
"Mit Mikroskop" 2262.01 0.00199277676379819 0 45
"Mit Mikroskop" 2266.01 0.00194460917014363 0 45
"Mit Mikroskop" 2270.01 0.00192056988578137 0 45
"Mit Mikroskop" 2274 0.00194823158167422 0 45
"Mit Mikroskop" 2278 0.00197577023346829 0 45
"Mit Mikroskop" 2281.99 0.00202410530536923 0 45
"Mit Mikroskop" 2285.98 0.00202189643577574 0 45
"Mit Mikroskop" 2289.96 0.00200454049783046 0 45
"Mit Mikroskop" 2293.95 0.00196265039800074 0 45
"Mit Mikroskop" 2297.93 0.0019530316794322 0 45
"Mit Mikroskop" 2301.91 0.0019085939706262 0 45
"Mit Mikroskop" 2305.89 0.0019348448195947 0 45
